stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
5710AWA11419,,"Pencisely Rise",,51.489258331,-3.219007888,,,,,,
5710AWA11418,,"Pencisely Road",,51.489136527,-3.219479953,,,,,,
5720AWA10417,,"Pencoedtre Fields",,51.419072964,-3.255897338,,,,,,
5720AWM26346,,"Pencoedtre Lane",,51.427577309,-3.261956119,,,,,,
5720AWA10738,,"Pencoedtre Lane",,51.427314294,-3.262164632,,,,,,
5720WDB24186,,"Pencoedtre Road",,51.421274602,-3.256029611,,,,,,
5720WDB24185,,"Pencoedtre Road",,51.421284824,-3.255914834,,,,,,
5720AWA11871,,"Pendine Close",,51.419509312,-3.269643739,,,,,,
5720AWA11872,,"Pendine Close",,51.419268109,-3.270327368,,,,,,
5710AWA11562,,"Pendine Road",,51.482051074,-3.236629992,,,,,,
5710AWA11561,,"Pendoylan Court",,51.4838566,-3.237658167,,,,,,
5710WDB25133,,Penffordd,,51.529208933,-3.293755831,,,,,,
5710CAA02561,,"Pengam Green (Tesco Extra)",,51.488884458,-3.129754891,,,,,,
5710AWA10782,,"Pengam Road",,51.492724665,-3.139904181,,,,,,
5710AWA11245,,Penhill,,51.488736315,-3.207759367,,,,,,
5710AWA11067,,"Penlline Court",,51.514852209,-3.223049055,,,,,,
5710AWA11526,,"Penmark Rd",,51.475091459,-3.263598384,,,,,,
5710AWA10281,,Pensylvania,,51.51421212,-3.158570001,,,,,,
5710AWA10280,,Pensylvania,,51.513898907,-3.158417941,,,,,,
5710AWA11631,,"Pentre Street",,51.470506717,-3.186197615,,,,,,
5710AWA11194,,Pentwyn,,51.522153261,-3.264627019,,,,,,
5710AWA11195,,Pentwyn,,51.522222067,-3.264917205,,,,,,
5710AWA10338,,"Pentwyn Drive",,51.530319867,-3.144490497,,,,,,
5710AWA10339,,"Pentwyn Drive",,51.53043421,-3.14383021,,,,,,
5710AWZ26208,,"Pentyrch (Shops)",,51.530973291,-3.298462473,,,,,,
5710AWA14488,,"Pentyrch (Shops)",,51.531056586,-3.298248591,,,,,,
5710WDB25135,,"Pentyrch War Memorial",,51.531313098,-3.296194278,,,,,,
5710AWA14485,,"Penuel Road",,51.527055939,-3.300614241,,,,,,
5710AWA10472,,"Penylan Oval",,51.504732409,-3.161528145,,,,,,
5710WDB23786,,"Penylan Oval",,51.50461426,-3.161654815,,,,,,
5710WDB48522,,"Pen-y-Lan Road",,51.495717072,-3.164799447,,,,,,
5710AWA10271,,"Penylan Terrace",,51.503897215,-3.159605042,,,,,,
5710AWA10545,,"Pen-y-wain Place",,51.497828377,-3.16769129,,,,,,
5710AWA11402,,"Peter Lea Primary",,51.49595357,-3.242494829,,,,,,
5710AWA10860,,"Phoenix Estate",,51.516341806,-3.200721488,,,,,,
5710AWA10238,,"Piercefield Place",,51.486422689,-3.160846682,,,,,,
5710AWA11386,,"Pinehurst Road",,51.493183376,-3.2484839,,,,,,
5710AWA11385,,"Pinehurst Road",,51.493195431,-3.248196134,,,,,,
5710AWA11068,,"Plas y Llan",,51.514376395,-3.222113977,,,,,,
5720AWA12327,,"Plassey Street",,51.441378017,-3.181948394,,,,,,
5720AWA12328,,"Plassey Street",,51.441215125,-3.181569659,,,,,,
5720AWA11816,,"Plymouth Road",,51.393758077,-3.271934629,,,,,,
5710AWA11556,,"Plymouthwood Rd",,51.483425176,-3.246129079,,,,,,
5310AWB30510,,"Police Station",,51.581990957,-2.992975749,,,,,,
5710AWA11208,,"Police Station",,51.518850117,-3.256550766,,,,,,
5310AWB30511,,"Police Station",,51.581617407,-2.992491334,,,,,,
5710AWA11640,,"Pomeroy Street",,51.464374268,-3.171717083,,,,,,
5710AWA10357,,"Pontprennau Asda",,51.534211538,-3.128901785,,,,,,
5710AWA10358,,"Pontprennau Asda",,51.534383421,-3.129727843,,,,,,
5720AWA11791,,"Pontypridd Road",,51.404218423,-3.291432337,,,,,,
5710AWA11367,,"Poplar Road",,51.492845658,-3.243879585,,,,,,
5710AWA11366,,"Poplar Road",,51.492663297,-3.243269627,,,,,,
5710AWA10151,,"Port Madoc Road",,51.516421385,-3.105762976,,,,,,
5710AWA10995,,"Porthamal Gardens",,51.519277881,-3.209014102,,,,,,
5710AWA11761,,"Portmanmoor Road",,51.475371902,-3.147117356,,,,,,
5720AWA11960,,Portway,,51.444102181,-3.175730644,,,,,,
5720AWA11961,,Portway,,51.444160594,-3.175223053,,,,,,
5720AWA10440,,"Post Office",,51.432912478,-3.209666962,,,,,,
5720AWA10439,,"Post Office",,51.433285206,-3.209274004,,,,,,
5310AWB31068,,"Pound Hill",,51.550712352,-3.064364588,,,,,,
5310AWB31067,,"Pound Hill",,51.551378964,-3.062245555,,,,,,
5710AWA11583,,"Powderham Drive",,51.470751413,-3.192929817,,,,,,
5710AWA10361,,"Premier Inn",,51.527935604,-3.136314707,,,,,,
5710AWA10362,,"Premier Inn",,51.52792452,-3.136530665,,,,,,
5710AWA11521,,"Prendergast Place",,51.471451298,-3.246652204,,,,,,
5710AWA10237,,"Priest Road",,51.489903015,-3.157161344,,,,,,
5710AWA10550,,"Promenade East",,51.506220053,-3.173770225,,,,,,
5710AWA10573,,"Promenade East",,51.506912394,-3.173773611,,,,,,
5710CAA02622,,"Prospect Place",,51.452552853,-3.180380482,,,,,,
5710AWA11379,,"Pwllmelin Road",,51.495878288,-3.237710119,,,,,,
5710AWA11378,,"Pwllmelin Road",,51.496078638,-3.237470651,,,,,,
5710AWA10132,,"Quarry Dale",,51.501967203,-3.126058797,,,,,,
5710AWA10131,,"Quarry Dale",,51.50180828,-3.12762528,,,,,,
5710AWA11108,,"Queen Street Station Stop HF",,51.48134147,-3.170549009,,,,,,
5710AWA10277,,Queenwood,,51.507375134,-3.150673236,,,,,,
5710AWA10276,,Queenwood,,51.507545513,-3.150720757,,,,,,
5710AWA10471,,"Queenwood Close",,51.50687435,-3.163153205,,,,,,
5710AWA10470,,"Queenwood Close",,51.507164446,-3.162915639,,,,,,
5710AWA11472,,"Radnor Court",,51.482056636,-3.207132818,,,,,,
5710AWA11473,,"Radnor Court",,51.48219612,-3.207183306,,,,,,
5710AWA11223,,"Radyr Chain",,51.502468509,-3.244588276,,,,,,
5710AWA11222,,"Radyr Chain",,51.502927696,-3.245378812,,,,,,
5710AWA11226,,"Radyr Court",,51.50469093,-3.23936096,,,,,,
5710AWA11248,,"Radyr Court Road",,51.499670375,-3.227684889,,,,,,
5710AWA11432,,"Railway Terrace",,51.479310257,-3.199244504,,,,,,
5720AWA12031,,"Raisdale Road",,51.428648195,-3.172715883,,,,,,
5720AWA12032,,"Raisdale Road",,51.428654738,-3.172960585,,,,,,
5720AWA11870,,"Ramsey Road",,51.418547839,-3.267920096,,,,,,
5720AWA11869,,"Ramsey Road",,51.419057745,-3.268164313,,,,,,
5720AWA10375,,"Rectory Lodge",,51.455403761,-3.20769962,,,,,,
5720AWA10376,,"Rectory Lodge",,51.455468856,-3.208363409,,,,,,
5720AWA12367,,"Rectory Road",,51.437293244,-3.173239449,,,,,,
5710AWA11541,,"Red House Road",,51.479763096,-3.247195687,,,,,,
5710AWA11537,,"Red House Road",,51.479880521,-3.247990923,,,,,,
5720AWA12357,,"Redlands Heights",,51.438822671,-3.192759432,,,,,,
5720AWA12356,,"Redlands Heights",,51.439334785,-3.192801551,,,,,,
5720WDB48426,,"Redlands Road",,51.434889498,-3.187808763,,,,,,
5720WDB48383,,"Redlands Road (St Cyres School)",,51.436669122,-3.190545287,,,,,,
5720AWA12355,,"Redlands Road (St Cyres School)",,51.437010508,-3.191460547,,,,,,
5710AWA11536,,"Resurrection Church",,51.479126766,-3.250375202,,,,,,
5710AWA10999,,"Rhiwbina (Shopping Centre)",,51.522517157,-3.212285398,,,,,,
5710AWA10998,,"Rhiwbina (Shopping Centre)",,51.522652445,-3.212245749,,,,,,
5710AWA11026,,"Rhiwbina Hill",,51.530500158,-3.223713534,,,,,,
5710AWA11027,,"Rhiwbina Hill",,51.530758895,-3.223907889,,,,,,
5710AWA10996,,"Rhiwbina Stn",,51.520173775,-3.210205305,,,,,,
5710AWA10534,,"Rhydhelig Ave",,51.5096813,-3.196079261,,,,,,
5710AWA10533,,"Rhydhelig Ave",,51.509781947,-3.195908978,,,,,,
5710AWA12453,,Rhydlafar,,51.510781497,-3.279269978,,,,,,
5710WDB48511,,Rhydlafar,,51.511441826,-3.279735207,,,,,,
5710AWA10957,,"Rhydypenau Crossroads",,51.519597964,-3.17934613,,,,,,
5710AWA10958,,"Rhydypenau Crossroads",,51.519699765,-3.179371677,,,,,,
5710AWA10565,,"Rhydypenau Library",,51.519393223,-3.178245455,,,,,,
5710AWA10566,,"Rhydypenau Library",,51.519569828,-3.1785671,,,,,,
5710AWA10666,,"Rhydypenau Road",,51.524239986,-3.171048023,,,,,,
5710AWA10665,,"Rhydypenau Road",,51.52444423,-3.17040461,,,,,,
5710AWA10201,,"Rhyl Road",,51.51044939,-3.121065931,,,,,,
5710AWA10203,,"Rhyl Road",,51.510658117,-3.121805973,,,,,,
5710AWA10627,,"Richards Terrace",,51.488456108,-3.154344892,,,,,,
5710AWA10245,,"Richmond Crescent",,51.48599689,-3.170211834,,,,,,
5710AWA10246,,"Richmond Crescent",,51.485738347,-3.169989178,,,,,,
5710AWA10259,,"Roath Court Place",,51.49321441,-3.159650791,,,,,,
5710AWA10256,,"Roath Court Place",,51.493323852,-3.159495117,,,,,,
5710AWA11399,,"Roche Crescent",,51.496639113,-3.248218194,,,,,,
5710AWA11398,,"Roche Crescent",,51.496683537,-3.249526453,,,,,,
5710WDB48548,,"Rogers Avenue",,51.536222412,-3.121671791,,,,,,
5710AWA11442,,"Romilly Place",,51.485142175,-3.209248624,,,,,,
5720AWA11848,,"Romilly Schools",,51.402020112,-3.286913794,,,,,,
5720AWA11847,,"Romilly Schools",,51.402217562,-3.28694809,,,,,,
5710AWA11115,,Rosemount,,51.489693479,-3.187115486,,,,,,
5710AWA10323,,Roundwood,,51.515518543,-3.151916123,,,,,,
5710AWL26181,,"Rover Way",,51.493945214,-3.143838358,,,,,,
5710AWL26187,,"Rover Way",,51.493705224,-3.143718263,,,,,,
5710CBZ02487,,"Rowan Way",,51.540473354,-3.171637795,,,,,,
5710AWA10695,,"Rowan Way",,51.54009715,-3.172392364,,,,,,
5710AWA11247,,"Rowing Club",,51.497085517,-3.223783432,,,,,,
5310AWB30508,,"Royal Gwent Hospital",,51.579569559,-2.996109643,,,,,,
5310AWB30509,,"Royal Gwent Hospital",,51.580419923,-2.994803233,,,,,,
5710WDB48391,,"Royal Hotel",,51.477886405,-3.178269727,,,,,,
5710AWA10053,,"Royal Oak",,51.491487648,-3.14963931,,,,,,
5710AWA10223,,"Royal Oak",,51.491708521,-3.148204448,,,,,,
5720AWA10725,,"Ruhr Cross",,51.461988221,-3.269598939,,,,,,
5720AWA10726,,"Ruhr Cross",,51.461982661,-3.269282096,,,,,,
5710AWA10769,,"Ruperra Square",,51.48083175,-3.152438645,,,,,,
5720AWA11701,,"Rutland Close",,51.419145759,-3.29383776,,,,,,
5710AWA10899,,Sainsbury's,,51.538100343,-3.192080477,,,,,,
5710AWA10235,,Sainsbury's,,51.495913947,-3.144809602,,,,,,
5710AWA10900,,Sainsbury's,,51.537925487,-3.193359183,,,,,,
5710AWA10234,,Sainsbury's,,51.496092194,-3.14497253,,,,,,
5710AWA10178,,"Sanderling Drive",,51.525976895,-3.104149381,,,,,,
5720AWA11702,,"Sandringham Close",,51.41969992,-3.291696156,,,,,,
5710AWA10763,,"Sanquhar St",,51.479581144,-3.160716132,,,,,,
5710AWA10764,,"Sanquhar St",,51.479537621,-3.160571024,,,,,,
5710AWA11179,,Securicor,,51.538844349,-3.266099065,,,,,,
5710AWA11180,,Securicor,,51.539014594,-3.267819683,,,,,,
5710AWA11582,,"Sevenoaks Park",,51.470552178,-3.193068595,,,,,,
5710AWA11546,,"Sevenoaks Road",,51.476309974,-3.260665772,,,,,,
5710CAA02574,,"Sevenoaks Road",,51.475815716,-3.260637743,,,,,,
5720AWA11878,,"Shakespeare Road",,51.421733984,-3.272625011,,,,,,
5720AWA11877,,"Shakespeare Road",,51.421943706,-3.272357573,,,,,,
5710AWA11389,,"Shamrock Rd",,51.490604677,-3.253353999,,,,,,
5710AWA10103,,"Shaw Close",,51.525653829,-3.125835932,,,,,,
5710AWA11220,,"Shepley Court",,51.506603606,-3.249772938,,,,,,
5710AWA11219,,"Shepley Court",,51.506628578,-3.249960939,,,,,,
5720AWA11700,,"Sherbourne Close",,51.417881477,-3.2951395,,,,,,
5720AWA11810,,"Ship Hotel",,51.39482627,-3.286108166,,,,,,
5720AWA11831,,"Ship Hotel",,51.393857782,-3.286684691,,,,,,
5310AWB30498,,Shops,,51.57024598,-3.014218744,,,,,,
5710AWA10102,,"Siloam Baptist",,51.526200126,-3.125128658,,,,,,
5710AWA10346,,"Sindercombe Cl",,51.534163078,-3.142265676,,,,,,
5710AWA10345,,"Sindercombe Cl",,51.533912912,-3.14210082,,,,,,
5710AWA10788,,"Skaithmuir Road",,51.488175377,-3.142613698,,,,,,
5710AWA11279,,"Sloper Road",,51.469748226,-3.197080165,,,,,,
5710AWA11779,,"Sloper Road",,51.466741943,-3.191068869,,,,,,
5710AWM26287,,"Sloper Road",,51.46958017,-3.197563977,,,,,,
5710AWA11690,,"Smeaton Street",,51.477242602,-3.193027197,,,,,,
5710AWA11689,,"Smeaton Street",,51.477184122,-3.193472061,,,,,,
5710AWA11548,,"Snowden Road",,51.479662402,-3.256625277,,,,,,
5710CAA02571,,"Snowden Road",,51.479229716,-3.257563807,,,,,,
5710AWA11532,,"Snowden Road",,51.475577338,-3.260227992,,,,,,
5710AWA11771,,"Sophia Gardens",,51.483982594,-3.191647731,,,,,,
5710AWA11780,,"Sorting Office",,51.465405406,-3.192516844,,,,,,
5710AWA11781,,"Sorting Office",,51.464639396,-3.192930758,,,,,,
5710AWA11607,,"South Clive St",,51.460330262,-3.184899468,,,,,,
5710AWA11667,,"South Loudon Place",,51.470024973,-3.168636858,,,,,,
5710AWA11666,,"South Loudon Place",,51.47024426,-3.169189566,,,,,,
5710AWA10685,,"South Rise",,51.533840648,-3.176701008,,,,,,
5710AWM26305,,"Southcourt Road",,51.498528336,-3.156802275,,,,,,
5720AWA10396,,Southra,,51.429454588,-3.219688044,,,,,,
5710AWA10796,,"Splott Clinic",,51.481722749,-3.144094105,,,,,,
5710AWA10771,,"Splott Rd",,51.482543583,-3.150264006,,,,,,
5710WDB21926,,"Sports Village, Morrisons",,51.451519916,-3.182052041,,,,,,
5710WDB47294,,"Sports Village, Morrisons",,51.451744076,-3.182115398,,,,,,
5710AWA10968,,"St Ambrose Road",,51.512768832,-3.196635703,,,,,,
5720AWA10735,,"St Andrews X",,51.441005876,-3.264973755,,,,,,
5720AWA10734,,"St Andrews X",,51.440567104,-3.26480336,,,,,,
5710AWA10969,,"St Augustine Road",,51.512624559,-3.196675155,,,,,,
5720AWA11885,,"St David`s Church",,51.417107334,-3.282131673,,,,,,
5720AWA11886,,"St David`s Church",,51.416981641,-3.282113774,,,,,,
5720AWA12003,,"St Davids Crescent",,51.433394128,-3.195149929,,,,,,
5720AWA12002,,"St Davids Crescent",,51.4344914,-3.194243466,,,,,,
5710AWA11540,,"St Davids Crescent",,51.481292514,-3.242888311,,,,,,
5720AWA12004,,"St Davids Crescent",,51.434318188,-3.196238627,,,,,,
5710AWA11082,,"St Davids Hospital",,51.481400706,-3.189969235,,,,,,
5710AWA10963,,"St Denis Road",,51.515829619,-3.188328236,,,,,,
5710AWA10962,,"St Denis Road",,51.515982295,-3.188346622,,,,,,
5710AWA10493,,"St Ederyn's Road",,51.520094029,-3.163893615,,,,,,
5710AWA10494,,"St Edeyrn's Rd",,51.520325183,-3.164158947,,,,,,
5710CBZ02475,,"St Fagans Church (NE)",,51.486697049,-3.266382125,,,,,,
5710CBZ02476,,"St Fagans Church (SW)",,51.486565443,-3.266911378,,,,,,
5710AWA11347,,"St Fagans Rise",,51.489205641,-3.24879292,,,,,,
5710AWA11543,,"St Francis Road",,51.477175809,-3.25455536,,,,,,
5710AWA11535,,"St Francis School",,51.477564815,-3.254335638,,,,,,
5720AWA12371,,"St Garmon Rd",,51.431095766,-3.189494111,,,,,,
5710AWA10983,,"St Gowan Ave",,51.514165628,-3.19368917,,,,,,
5710AWA10982,,"St Gowan Avenue",,51.514279558,-3.193980376,,,,,,
5720AWA11751,,"St Helen`s",,51.408386646,-3.263771232,,,,,,
5710AWA10138,,"St Hilary Church",,51.50980374,-3.11994052,,,,,,
5710AWA10076,,"St Illtyds H S",,51.518700585,-3.116699747,,,,,,
5710AWA10980,,"St Ina Road",,51.516707599,-3.193957407,,,,,,
5720AWA11991,,"St Josephs",,51.438914421,-3.181035916,,,,,,
5720AWA11990,,"St Josephs",,51.43901693,-3.18067887,,,,,,
5710AWA10971,,"St Josephs Convent",,51.501321511,-3.195817114,,,,,,
5720AWA10004,,"St Julian Close",,51.41606747,-3.245144608,,,,,,
5720AWA10003,,"St Julian Close",,51.415750241,-3.245380453,,,,,,
5720AWA12368,,"St Luke's Ave 1",,51.42955979,-3.190216602,,,,,,
5720AWA12369,,"St Luke's Avenue",,51.430534381,-3.188990439,,,,,,
5710AWA10979,,"St Malo Road",,51.517186535,-3.193724925,,,,,,
5710AWA11436,,"St Mary's School",,51.483559495,-3.198751126,,,,,,
5720AWA12014,,"St Marys Well Bay",,51.410703595,-3.186664102,,,,,,
5720AWA12013,,"St Marys Well Bay",,51.411066239,-3.186371537,,,,,,
5710AWA10163,,"St Mellons Police Station",,51.524726601,-3.101498853,,,,,,
5310AWA10068,,"St Olaves",,51.538161098,-3.091625974,,,,,,
5710AWA10620,,"St Peter's Street",,51.487405165,-3.166949641,,,,,,
5710AWA10801,,"St Saviours",,51.483321388,-3.151637326,,,,,,
5710AWA10802,,"St Saviours",,51.483456658,-3.15159753,,,,,,
5710AWA10462,,"St Teilo's",,51.504424914,-3.153509361,,,,,,
5310AWB30497,,"St Thomas` Church",,51.569211394,-3.01532114,,,,,,
5720AWA12005,,"St. David's Crescent",,51.435168893,-3.194822209,,,,,,
5710WDB48541,,"St. Edeyrns",,51.533566036,-3.122397561,,,,,,
5710CBZ02477,,"St. Fagans Museum",,51.486292726,-3.273202518,,,,,,
5710AWA10236,,"Stacey Road",,51.491184934,-3.15390969,,,,,,
5710AWA10052,,"Stacey Road",,51.491412084,-3.153670556,,,,,,
5720AWA12363,,"Stanwell Rd",,51.436116316,-3.180301944,,,,,,
5720AWA12364,,"Stanwell Rd",,51.436183299,-3.179900841,,,,,,
5720AWA12346,,"Stanwell Sch",,51.434199049,-3.183172902,,,,,,
5720AWA12345,,"Stanwell Sch",,51.434074006,-3.183347483,,,,,,
5710AWA11598,,Staples,,51.46067194,-3.186678836,,,,,,
5710AWA11599,,Staples,,51.460339325,-3.186670208,,,,,,
5720AWA10394,,Station,,51.431531008,-3.218894617,,,,,,
5710AWA10864,,Station,,51.523017118,-3.202151126,,,,,,
5710AWA10863,,Station,,51.522320371,-3.201700357,,,,,,
5720AWA12392,,"Station Hotel",,51.444187146,-3.186927676,,,,,,
5720AWA12393,,"Station Hotel",,51.444285158,-3.187016554,,,,,,
5720AWA10729,,"Station Rd",,51.44909198,-3.263096194,,,,,,
5710AWA11211,,"Station Road",,51.515842917,-3.251870587,,,,,,
5710AWA10678,,"Station Road",,51.529406981,-3.185697659,,,,,,
5710WDB23567,,"Sterling Close",,51.489958286,-3.132158038,,,,,,
5710AWA11591,,"Stockland St W2",,51.467683861,-3.188631571,,,,,,
5710AWA11633,,"Stockland Street",,51.468688018,-3.183589935,,,,,,
5710AWA10614,,"Strathnairn Street",,51.491860055,-3.1710678,,,,,,
5710AWA10615,,"Strathnairn Street",,51.491893568,-3.171313531,,,,,,
5710AWA11439,,"Suffolk House",,51.485650697,-3.205272629,,,,,,
5710AWA11440,,"Suffolk House",,51.485542419,-3.205746346,,,,,,
5720AWA12021,,"Sully Brook",,51.408163609,-3.227230511,,,,,,
5720AWA12020,,"Sully Brook",,51.408396885,-3.227279892,,,,,,
5720AWA12030,,"Sully Church",,51.407178352,-3.221697471,,,,,,
5720AWA12029,,"Sully Church",,51.407032571,-3.221880495,,,,,,
5720AWA12026,,"Sully Hospital",,51.403081734,-3.237617984,,,,,,
5720AWA12025,,"Sully Hospital",,51.402787565,-3.239076427,,,,,,
5720AWL26198,,"Sully Post Office",,51.404671762,-3.211092391,,,,,,
5720AWL26197,,"Sully Post Office",,51.404658612,-3.211494597,,,,,,
5710AWA10858,,"Summerfield Place",,51.514161202,-3.200289442,,,,,,
5720AWA10443,,"Sunnycroft Lane",,51.431255656,-3.210759626,,,,,,
5720AWA10442,,"Sunnycroft Lane",,51.431245626,-3.210860057,,,,,,
5710AWA14486,,Surgery,,51.530200964,-3.299997478,,,,,,
5720AWA12017,,"Swanbridge Cross",,51.40420822,-3.203719251,,,,,,
5720AWA12018,,"Swanbridge Cross",,51.404306072,-3.203822458,,,,,,
5710AWA10773,,"Swinton Street",,51.485330646,-3.147554531,,,,,,
5710AWA11197,,"Sycamore Tree Close",,51.520657528,-3.267410616,,,,,,
5710WDB48445,,"Taham Road",,51.524149355,-3.196948493,,,,,,
5710AWA11772,,"Talbot Street",,51.484546211,-3.192814585,,,,,,
5710AWA10618,,"Talworth Street",,51.488076233,-3.167283645,,,,,,
5710AWA11370,,"Tangmere Drive",,51.500719226,-3.245044861,,,,,,
5710AWA10192,,"Tarwick Drive",,51.523119013,-3.111604376,,,,,,
5710AWA10193,,"Tarwick Drive",,51.522575121,-3.112066788,,,,,,
5710AWA11350,,"Tatem Drive",,51.488887036,-3.252529102,,,,,,
5710WDB48444,,"Tatham Road",,51.524148178,-3.197063778,,,,,,
5710AWA10062,,"Taunton Crescent",,51.514703674,-3.12376445,,,,,,
5310AWB31063,,"Tavern Farm",,51.55418002,-3.051752585,,,,,,
5310AWB31064,,"Tavern Farm",,51.554567028,-3.050708566,,,,,,
5710AWA10786,,"Taymuir Road",,51.49146207,-3.141212263,,,,,,
5710AWA10779,,"Taymuir Road",,51.490022242,-3.137256495,,,,,,
5720AWA11959,,"Terranova Way",,51.444313705,-3.179736304,,,,,,
5720AWA11958,,"Terranova Way",,51.444299066,-3.180297109,,,,,,
5710AWA11336,,Tesco,,51.499293664,-3.207678319,,,,,,
5710AWA11314,,Tesco,,51.498602068,-3.207602409,,,,,,
5720AWA11696,,Tesco,,51.415386639,-3.291430745,,,,,,
5710WDB25416,,"Thackeray Crescent",,51.524871569,-3.127704951,,,,,,
5710WDB25417,,"Thackeray Crescent",,51.52477793,-3.128091831,,,,,,
5720AWA10751,,"The Alps",,51.457274238,-3.266474266,,,,,,
5720AWA12358,,"The Cowslip",,51.442443167,-3.196609234,,,,,,
5710AWA11024,,"The Deri",,51.528814878,-3.218031688,,,,,,
5710AWA11025,,"The Deri",,51.528767387,-3.218275492,,,,,,
5720AWA12331,,"The Dingle",,51.440637964,-3.180432917,,,,,,
5710AWA11342,,"The Fairwater",,51.48933726,-3.239779892,,,,,,
5710AWA11343,,"The Fairwater",,51.489629036,-3.240248725,,,,,,
5710AWA10343,,"The Farthings",,51.532302777,-3.141238746,,,,,,
5710AWA10344,,"The Farthings",,51.532699022,-3.141176572,,,,,,
5720AWA11807,,"The Grove",,51.395172258,-3.288173353,,,,,,
5720AWA11979,,"The Headlands",,51.442586526,-3.168137617,,,,,,
5720AWA11978,,"The Headlands",,51.442761344,-3.167739192,,,,,,
5710AWA11416,,"The Insole",,51.488422241,-3.22417075,,,,,,
5720AWA10438,,"The Malthouse",,51.433819978,-3.209734096,,,,,,
5720AWA10437,,"The Malthouse",,51.433901478,-3.209678705,,,,,,
5710AWA11765,,"The Maltings",,51.4794462,-3.154347758,,,,,,
5720AWA11962,,"The Marina",,51.444324883,-3.173265866,,,,,,
5710AWA11610,,"The Marl",,51.462721251,-3.183205205,,,,,,
5710AWA10075,,"The Mount",,51.521089914,-3.115071833,,,,,,
5710AWA10697,,"The Oaks",,51.539665415,-3.176894526,,,,,,
5710AWA10702,,"The Paddock",,51.544794091,-3.181035909,,,,,,
5710AWA10621,,"The Parade",,51.485745128,-3.165697457,,,,,,
5710AWA11481,,"The Pendine",,51.478780839,-3.240616784,,,,,,
5710AWA11075,,"The Philog",,51.509418817,-3.206778894,,,,,,
5710AWA11077,,"The Philog",,51.508951675,-3.203236173,,,,,,
5710AWA11076,,"The Philog",,51.509539581,-3.205528426,,,,,,
5710AWA10125,,"The Potteries",,51.501440677,-3.138680965,,,,,,
5720AWA11732,,"The Priory",,51.40056784,-3.280763354,,,,,,
5720AWA11733,,"The Priory",,51.400362688,-3.281433277,,,,,,
5720WDB48436,,"The Quays",,51.395455156,-3.278766273,,,,,,
5720WDB48438,,"The Quays",,51.394604301,-3.278455066,,,,,,
5720AWA12016,,"The Vineyard",,51.406693403,-3.196365724,,,,,,
5720AWA12015,,"The Vineyard",,51.40675101,-3.19600779,,,,,,
5710AWA10696,,"The Woodlands",,51.538820954,-3.175921078,,,,,,
5710CBZ02486,,"The Woodlands",,51.538930418,-3.175765289,,,,,,
5710AWA11441,,"Thompsons Park",,51.48527174,-3.208891996,,,,,,
5710AWA10868,,"Thornhill Road",,51.52754159,-3.20287577,,,,,,
5710AWA10867,,"Thornhill Road",,51.527129259,-3.202749577,,,,,,
5710AWA10869,,"Thornhill Road (Nine Giants)",,51.529394744,-3.202794876,,,,,,
5710AWA10870,,"Thornhill Road (Nine Giants)",,51.529289679,-3.202518201,,,,,,
5710AWA10671,,"Three Arches Ave",,51.521741822,-3.179862763,,,,,,
5710AWA10672,,"Three Arches Ave",,51.52215592,-3.179815812,,,,,,
5720AWA10413,,"Three Bells",,51.415971044,-3.252504794,,,,,,
5720AWA10414,,"Three Bells",,51.416072693,-3.252248724,,,,,,
5710AWA11072,,"Three Elms",,51.510154712,-3.213888101,,,,,,
5710AWA11071,,"Three Elms",,51.510314732,-3.214065277,,,,,,
5710AWA10258,,"Timbers Square",,51.492707357,-3.157275581,,,,,,
5710AWA10257,,"Timbers Square",,51.4927657,-3.156830518,,,,,,
5710AWA10820,,"Tin Street",,51.483938577,-3.15653507,,,,,,
5710WDB25398,,"Ton-yr-Ywen Avenue",,51.519572688,-3.196929368,,,,,,
5710CBZ02490,,"Torrens Drive",,51.510745353,-3.172632862,,,,,,
5710CBZ02489,,"Torrens Drive",,51.510738668,-3.172402127,,,,,,
5710AWA10140,,"Towyn Road",,51.512339702,-3.117188321,,,,,,
5710AWA10139,,"Towyn Road",,51.511743216,-3.118345298,,,,,,
5710WDB48540,,"Training Centre",,51.533505692,-3.124688868,,,,,,
5710AWA10150,,"Trebanog Crescent",,51.516362895,-3.105309746,,,,,,
5310AWB31056,,"Tredegar Park",,51.567675094,-3.023453184,,,,,,
5310AWB30496,,"Tredegar Park",,51.568361213,-3.021073502,,,,,,
5710AWA10127,,"Tredelerch Road",,51.501667926,-3.133788143,,,,,,
5710WDB23365,,"Trefaser Crescent",,51.520098209,-3.110608369,,,,,,
5710AWA14472,,"Tregarth Lodge",,51.526017402,-3.328290688,,,,,,
5720AWA10425,,"Treharne Rd Upper",,51.417822876,-3.265110101,,,,,,
5720AWA10426,,"Treharne Rd Upper",,51.417666033,-3.264645577,,,,,,
5710AWA10617,,"Treharris Street",,51.489829252,-3.169128879,,,,,,
5710AWA10154,,"Tresigin Road",,51.518424274,-3.107862979,,,,,,
5710WDB25092,,"Tresillian Way",,51.474758839,-3.176317267,,,,,,
5710AWA11234,,"Triscombe Drive",,51.499003535,-3.233818579,,,,,,
5710AWA10199,,"Trowbridge Road",,51.515694618,-3.114147401,,,,,,
